product_id,product_name,product_company,product_flavour,category,product_size,product_price,product_rate,one_star,two_star,three_star,four_star,five_star,reviews_number,product_quality
7764,"Yogi Tea, Woman's Raspberry Leaf, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",Yogi Tea," Woman's Raspberry Leaf, Caffeine Free, 16 Tea Bags,",Tea,29 g,6.5,4.3,8,18,31,64,176,295,excellent
5482,"Yogi Tea, Organic, Throat Comfort, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",Yogi Tea," Organic, Throat Comfort, Caffeine Free, 16 Tea Bags,",Tea,36 g,6.5,4.2,10,10,17,36,105,178,excellent
42952,"Traditional Medicinals, Herbal Teas, Organic Nettle Leaf Herbal Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals," Herbal Teas, Organic Nettle Leaf Herbal Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,32 g,7.88,4.4,2,4,7,14,50,77,excellent
63384,"Traditional Medicinals, Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals," Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,28 g,7.88,4.5,3,0,5,12,46,66,excellent
43379,"Twinings, Herbal Tea, Lemon & Ginger, Caffeine Free, 25 Tea Bags, 1.32 oz (37.5 g)",Twinings," Herbal Tea, Lemon & Ginger, Caffeine Free, 25 Tea Bags,",Tea,37,8.01,4.2,12,6,20,35,99,172,excellent
5510,"Yogi Tea, Organic, Breathe Deep, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Organic, Breathe Deep, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.2,12,7,15,27,101,162,excellent
24297,"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 7.05 oz (200 g)",Dandy Blend," Instant Herbal Beverage with Dandelion, Caffeine Free,",Tea,200 g,18.46,4.7,13,10,29,111,755,918,excellent
5508,"Yogi Tea, Stomach Ease, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",Yogi Tea," Stomach Ease, Caffeine Free, 16 Tea Bags,",Tea,29 g,6.5,4.2,12,18,45,65,198,338,excellent
6797,"Traditional Medicinals, Relaxation Teas, Organic Raspberry Leaf, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Relaxation Teas, Organic Raspberry Leaf, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.84,4.2,13,2,16,35,98,164,excellent
5474,"Yogi Tea, Organic Ginger, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Organic Ginger, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.4,6,6,28,34,139,213,excellent
92294,"Hana Beverages, Turmeric & Ginger Latte, Non-Coffee Superfood Beverage, 3.3 oz (93.6 g)",Hana Beverages," Turmeric & Ginger Latte, Non-Coffee Superfood Beverage,",Tea,93,12.58,3.5,24,10,20,24,46,124,good
63389,"Traditional Medicinals, Herbal Teas, Organic Lemon Balm, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Herbal Teas, Organic Lemon Balm, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.84,4.6,1,3,6,11,65,86,excellent
63390,"Traditional Medicinals, Herbal Teas, Organic Spearmint, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Herbal Teas, Organic Spearmint, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.86,4.4,2,0,7,17,39,65,excellent
67227,"Yogi Tea, Soothing Caramel Bedtime, Caffeine Free, 16 Tea Bags, 1.07 oz (30 g)",Yogi Tea," Soothing Caramel Bedtime, Caffeine Free, 16 Tea Bags,",Tea,30 g,6.5,4.2,10,8,36,48,126,228,excellent
10227,"21st Century, Herbal Slimming Tea, Honey Lemon, Caffeine Free, 24 Tea Bags, 1.7 oz (48 g)",21st Century," Herbal Slimming Tea, Honey Lemon, Caffeine Free, 24 Tea Bags,",Tea,48 g,5.82,4.1,32,17,43,91,234,418,excellent
22280,"Prince of Peace, 100% Organic White Tea, 100 Sachets, 1.8 g Each",Prince of Peace," 100% Organic White Tea, 100 Sachets,",Tea,100,11.77,4.3,24,18,40,87,302,470,excellent
5498,"Yogi Tea, Egyptian Licorice, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",Yogi Tea," Egyptian Licorice, Caffeine Free, 16 Tea Bags,",Tea,36 g,6.5,4.3,11,14,35,38,186,284,excellent
6798,"Traditional Medicinals, Seasonal Teas, Organic Throat Coat, Naturally Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals," Seasonal Teas, Organic Throat Coat, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,32 g,7.84,4.3,8,9,15,45,119,196,excellent
60033,"Barry's Tea, Gold Blend, 40 Tea Bags, 4.4 oz (125 g)",Barry's Tea," Gold Blend, 40 Tea Bags,",Tea,125 g,4.93,4.6,3,5,5,12,85,110,excellent
23961,"Yogi Tea, Throat Comfort, Honey Lemon, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Throat Comfort, Honey Lemon, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.1,12,13,18,39,92,174,excellent
6802,"Traditional Medicinals, Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, 16 Wrapped Tea Bags,",Tea,24 g,7.84,4.1,16,10,22,29,109,186,excellent
63379,"Traditional Medicinals, Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, Valerian, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, Valerian, 16 Wrapped Tea Bags,",Tea,24 g,7.88,4.1,9,6,9,20,64,108,excellent
42721,"Harney & Sons, HT Tea Blend, Hot Cinnamon Sunset, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons," HT Tea Blend, Hot Cinnamon Sunset, 20 Tea Sachets,",Tea,40 g,15.35,4.2,53,37,62,118,449,719,excellent
60034,"Barry's Tea, Irish Breakfast Tea, 40 Tea Bags, 4.40 oz (125 g)",Barry's Tea," Irish Breakfast Tea, 40 Tea Bags,",Tea,125 g,4.62,4.6,4,5,9,26,139,183,excellent
13826,"Celestial Seasonings, Herbal Tea, Caffeine Free, Sleepytime, 40 Tea Bags, 2.0 (58 g)",Celestial Seasonings," Herbal Tea, Caffeine Free, Sleepytime, 40 Tea Bags,",Tea,58 g,8.05,4.6,8,12,43,108,518,689,excellent
6004,"Prince of Peace, Instant Ginger Honey Crystals, 10 Bags, (18 g) Each",Prince of Peace," Instant Ginger Honey Crystals, 10 Bags,",Tea,18 g,6.87,4.6,7,2,9,19,137,174,excellent
41987,"Yogi Tea, Slim Life, Caramel Apple Spice, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Slim Life, Caramel Apple Spice, 16 Tea Bags,",Tea,32 g,6.5,4.2,17,23,47,115,244,446,excellent
6815,"Traditional Medicinals, Laxative Teas, Organic Smooth Move, Senna Stimulant Laxative, Naturally Caffeine Free  Herbal Tea, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals," Laxative Teas, Organic Smooth Move, Senna Stimulant Laxative, Naturally Caffeine Free  Herbal Tea, 16 Wrapped Tea Bags,",Tea,32 g,7.86,4.4,11,5,22,48,185,271,excellent
7766,"Yogi Tea, Organic, Green Tea Blueberry Slim Life, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Organic, Green Tea Blueberry Slim Life, 16 Tea Bags,",Tea,32 g,6.5,4.1,28,37,78,148,325,616,excellent
9541,"Celestial Seasonings, Herbal Tea, Country Peach Passion, Caffeine Free, 20 Tea Bags, 1.4 oz (41 g)",Celestial Seasonings," Herbal Tea, Country Peach Passion, Caffeine Free, 20 Tea Bags,",Tea,41 g,5.39,4.4,9,12,39,83,240,383,excellent
40275,"Yogi Tea, Organic Relaxed Mind, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Organic Relaxed Mind, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.3,6,6,8,20,66,106,excellent
92290,"Hana Beverages, Turmeric & Ginger Latte, Non-Coffee Superfood Beverage, 16 oz (454 g)",Hana Beverages," Turmeric & Ginger Latte, Non-Coffee Superfood Beverage,",Tea,454 g,30.55,3.5,24,10,20,24,46,124,good
42759,"Harney & Sons, Fine Teas, Paris Tea, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons," Fine Teas, Paris Tea, 20 Tea Sachets,",Tea,40 g,17.2,4.3,52,35,94,228,636,1045,excellent
61846,"Rishi Tea, Organic Green Tea, Matcha Super Green, 15 Tea Bags 1.43 oz (40.5 g)",Rishi Tea," Organic Green Tea, Matcha Super Green,",Tea,40,12.24,4.0,19,7,12,22,80,140,excellent
26730,"Stash Tea, Herbal Tea, Organic Chamomile, Caffeine Free, 18 Tea Bags, 0.6 oz (18 g)",Stash Tea," Herbal Tea, Organic Chamomile, Caffeine Free, 18 Tea Bags,",Tea,18 g,5.57,4.5,2,4,3,21,69,99,excellent
6834,"Traditional Medicinals, Herbal Teas, Organic Chamomile, Naturally Caffeine Free, 16 Wrapped Tea Bags, .74 oz (20.8 g)",Traditional Medicinals," Herbal Teas, Organic Chamomile, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,20,7.88,4.4,2,11,10,28,97,148,excellent
23774,"J&R Port Trading Co., Pure Rooibos Red Tea, Caffeine Free, 40 Tea Bags, 3.53 oz (100 g)",J&R Port Trading Co.," Pure Rooibos Red Tea, Caffeine Free, 40 Tea Bags,",Tea,100 g,11.11,4.5,19,18,68,209,637,950,excellent
21483,"Dragon Herbs, Spring Dragon Longevity Tea, Caffeine Free, 20 Tea Bags, 1.8 oz (50 g)",Dragon Herbs," Spring Dragon Longevity Tea, Caffeine Free, 20 Tea Bags,",Tea,50 g,14.7,4.5,9,17,29,37,271,362,excellent
62950,"Celestial Seasonings, Fruit Tea Sampler, Herbal Tea, Caffeine Free, 5 Flavors, 18 Tea Bags, 1.4 oz (40 g)",Celestial Seasonings," Fruit Tea Sampler, Herbal Tea, Caffeine Free, 5 Flavors, 18 Tea Bags,",Tea,40 g,5.41,4.3,30,25,45,98,354,551,excellent
78276,"Bigelow, Benefits, Refresh, Turmeric Chili Matcha Green Tea, 18 Tea Bags, 1.15 oz (32 g)",Bigelow," Benefits, Refresh, Turmeric Chili Matcha Green Tea, 18 Tea Bags,",Tea,32 g,5.03,4.2,13,6,17,18,96,150,excellent
62848,"Yogi Tea, Roasted Dandelion Spice Detox, Caffeine Free, 16 Tea Bags, 0.85 oz (24 g)",Yogi Tea," Roasted Dandelion Spice Detox, Caffeine Free, 16 Tea Bags,",Tea,24 g,6.5,4.2,6,8,17,26,82,139,excellent
5506,"Yogi Tea, Green Tea, Pure Green Decaf, 16 Tea Bags, 1.09 oz (31 g)",Yogi Tea," Green Tea, Pure Green Decaf, 16 Tea Bags,",Tea,31 g,6.5,4.3,3,3,7,2,39,54,excellent
89364,"Twinings, Herbal Tea, Pure Camomile, Caffeine Free, 50 Tea Bags, 2.65 oz (75 g)",Twinings," Herbal Tea, Pure Camomile, Caffeine Free, 50 Tea Bags,",Tea,75 g,12.11,4.4,8,7,16,46,162,238,excellent
26711,"Stash Tea, Herbal Tea, Peppermint, Caffeine Free, 20 Tea Bags, 0.7 oz (20 g)",Stash Tea," Herbal Tea, Peppermint, Caffeine Free, 20 Tea Bags,",Tea,20 g,5.23,4.5,4,3,14,49,150,220,excellent
13343,"Organic India, Tulsi Tea, Original, Caffeine-Free, 18 Infusion Bags, 1.14 oz (32.4 g)",Organic India," Tulsi Tea, Original, Caffeine-Free, 18 Infusion Bags,",Tea,32,8.43,4.5,11,9,30,71,286,406,excellent
45314,"Traditional Medicinals, Women's Teas, Organic Healthy Cycle, Raspberry Leaf, Caffeine Free Herbal Tea, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Women's Teas, Organic Healthy Cycle, Raspberry Leaf, Caffeine Free Herbal Tea, 16 Wrapped Tea Bags,",Tea,24 g,7.88,4.5,1,2,9,13,52,77,excellent
18751,"Yogi Tea, Berry DeTox, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Berry DeTox, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.1,26,48,82,115,284,555,excellent
34542,"Twinings, Black Tea Variety Pack, 20 Tea Bags, 1.41 oz (40 g)",Twinings," Black Tea Variety Pack, 20 Tea Bags,",Tea,40 g,6.42,4.5,10,9,40,131,427,617,excellent
6808,"Traditional Medicinals, Seasonal Teas, Organic Echinacea Plus, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Seasonal Teas, Organic Echinacea Plus, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.88,4.5,1,1,3,16,41,62,excellent
80748,"Yogi Tea, Green Tea, Passion Fruit Matcha, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Green Tea, Passion Fruit Matcha, 16 Tea Bags,",Tea,32 g,6.5,4.3,2,4,13,19,62,100,excellent
62183,"Bigelow, Organic Green Tea, Decaffeinated, 40 Tea Bags, 1.73 oz (49 g)",Bigelow," Organic Green Tea, Decaffeinated, 40 Tea Bags,",Tea,49 g,8.35,4.6,3,2,3,10,70,88,excellent
80747,"Yogi Tea, Honey Chai, Turmeric Vitality, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Honey Chai, Turmeric Vitality, 16 Tea Bags,",Tea,32 g,6.5,4.6,0,2,0,6,21,29,excellent
38263,"Twinings, Organic Herbal Tea, Rooibos, 20 Tea Bags, 1.27 oz (36 g)",Twinings," Organic Herbal Tea, Rooibos, 20 Tea Bags,",Tea,36 g,8.4,4.5,8,5,29,61,215,318,excellent
46922,"Now Foods, Organic Real Tea, Organically Hip Hibiscus, Caffeine-Free, 24 Tea Bags, 1.7 oz (48 g)",Now Foods," Organic Real Tea, Organically Hip Hibiscus, Caffeine-Free, 24 Tea Bags,",Tea,48 g,8.27,4.3,10,11,36,50,168,275,excellent
27544,"Stash Tea, Black Tea, Double Bergamot Earl Grey, 18 Tea Bags, 1.1 oz (33 g)",Stash Tea," Black Tea, Double Bergamot Earl Grey, 18 Tea Bags,",Tea,33 g,5.2,4.4,10,7,29,37,159,242,excellent
13187,"21st Century, Herbal Slimming Tea, Cranraspberry, Caffeine Free, 24 Tea Bags, 1.6 oz (45 g)",21st Century," Herbal Slimming Tea, Cranraspberry, Caffeine Free, 24 Tea Bags,",Tea,45 g,5.82,4.0,41,24,49,90,204,407,excellent
41730,"Twinings, Herbal Tea, Nightly Calm, Naturally Caffeine Free, 20 Tea Bags, 1.02 oz (29g)",Twinings," Herbal Tea, Nightly Calm, Naturally Caffeine Free, 20 Tea Bags,",Tea,29g,7.06,4.5,5,3,11,19,107,145,excellent
38174,"Traditional Medicinals, Herbal Teas, Organic Licorice Root, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Herbal Teas, Organic Licorice Root, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.88,4.2,7,5,5,14,51,82,excellent
63583,"Pukka Herbs, Night Time Tea, Caffeine Free, 20 Herbal Tea Sachets, 0.71 oz (20 g)",Pukka Herbs," Night Time Tea, Caffeine Free, 20 Herbal Tea Sachets,",Tea,20 g,9.83,4.0,10,6,8,10,47,81,excellent
5509,"Yogi Tea, Organic, Purely Peppermint, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",Yogi Tea," Organic, Purely Peppermint, Caffeine Free, 16 Tea Bags,",Tea,24 g,6.5,4.6,3,5,5,25,122,160,excellent
42016,"Twinings, Assorted Herbal Teas, Variety Pack, Caffeine Free, 20 Tea Bags, 1.23 oz (34 g)",Twinings," Assorted Herbal Teas, Variety Pack, Caffeine Free, 20 Tea Bags,",Tea,34 g,6.42,4.4,29,31,86,201,550,897,excellent
60035,"Barry's Tea, Decaf Blend, 40 Tea Bags, 4.4 oz (125 g)",Barry's Tea," Decaf Blend, 40 Tea Bags,",Tea,125 g,6.8,4.4,2,4,6,14,57,83,excellent
63375,"Traditional Medicinals, Laxative Teas, Organic Smooth Move, Peppermint, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals," Laxative Teas, Organic Smooth Move, Peppermint, Caffeine Free, 16 Wrapped Tea Bags,",Tea,32 g,7.88,4.3,2,2,6,15,36,61,excellent
88584,"Yogi Tea, Stress Support, Sweet Clementine, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea," Stress Support, Sweet Clementine, Caffeine Free, 16 Tea Bags,",Tea,32 g,6.5,4.4,1,0,5,7,20,33,excellent
42020,"Twinings, Lady Grey Loose Tea, 3.53 oz (100 g)",Twinings," Lady Grey Loose Tea,",Tea,100 g,11.86,4.6,9,8,26,52,277,372,excellent
63585,"Pukka Herbs, Three Ginger Herbal Tea, Caffeine Free, 20 Tea Sachets, 1.27 oz (36 g)",Pukka Herbs," Three Ginger Herbal Tea, Caffeine Free, 20 Tea Sachets,",Tea,36 g,9.83,4.4,3,1,6,5,41,56,excellent
8628,"Celestial Seasonings, Herbal Tea, Sleepytime, Caffeine Free, 20 Tea Bags, 1.0 oz (29 g)",Celestial Seasonings," Herbal Tea, Sleepytime, Caffeine Free, 20 Tea Bags,",Tea,29 g,5.41,4.6,8,12,43,108,518,689,excellent
6126,"Prince of Peace, 100% Organic Green Tea, 100 Tea Bags, 1.8 g Each",Prince of Peace," 100% Organic Green Tea, 100 Tea Bags,",Tea,100,10.98,4.4,5,7,7,12,78,109,excellent
69882,"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, Organic, 3.53 oz (100 g)",Dandy Blend," Instant Herbal Beverage with Dandelion, Caffeine Free, Organic,",Tea,100 g,13.64,4.7,13,10,29,111,755,918,excellent
39136,"Twinings, Herbal Tea, Pomegranate & Raspberry, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g) ",Twinings," Herbal Tea, Pomegranate & Raspberry, Caffeine Free, 20 Tea Bags,",Tea,40 g,6.47,4.3,14,12,15,40,137,218,excellent
26713,"Stash Tea, Black Tea, Double Spice Chai, 18 Tea Bags, 1.1 oz (33 g)",Stash Tea," Black Tea, Double Spice Chai, 18 Tea Bags,",Tea,33 g,5.23,4.2,11,7,15,19,85,137,excellent
6810,"Traditional Medicinals, Women's Tea, Organic Pregnancy Tea, Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals," Women's Tea, Organic Pregnancy Tea, Caffeine Free, 16 Wrapped Tea Bags,",Tea,28 g,7.81,4.3,6,4,12,12,66,100,excellent
32003,"Bigelow, Earl Grey, Decaffeinated, Black Tea , 20 Tea Bags, 1.18 oz (33 g)",Bigelow," Earl Grey, Decaffeinated, Black Tea , 20 Tea Bags,",Tea,33 g,5.05,4.3,4,4,13,13,64,98,excellent
31994,"Bigelow, Black Tea, Vanilla Caramel, 20 Tea Bags, 1.82 oz (51 g)",Bigelow," Black Tea, Vanilla Caramel, 20 Tea Bags,",Tea,51 g,5.05,4.0,55,53,89,137,365,699,excellent
74935,"Traditional Medicinals, Organic Turmeric with Meadowsweet & Ginger , 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals," Organic Turmeric with Meadowsweet & Ginger , 16 Wrapped Tea Bags,",Tea,32 g,7.88,4.3,3,0,2,4,21,30,excellent
12135,"Organic India, Tulsi Tea, Sweet Rose, Caffeine Free, 18 Infusion Bags, 1.01 oz (28.8 g)",Organic India," Tulsi Tea, Sweet Rose, Caffeine Free, 18 Infusion Bags,",Tea,28,8.43,4.4,17,12,33,51,238,351,excellent
6833,"Traditional Medicinals, Organic Echinacea Plus, Elderberry, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals," Organic Echinacea Plus, Elderberry, Caffeine Free, 16 Wrapped Tea Bags,",Tea,24 g,7.88,4.5,0,2,2,10,30,44,excellent
30938,"Frontier Natural Products, Organic Cut & Sifted Nettle, Stinging Leaf, 16 oz (453 g)",Frontier Natural Products," Organic Cut & Sifted Nettle, Stinging Leaf,",Tea,453 g,26.63,4.6,4,3,7,20,131,165,excellent
